order_id,user_id,age_group,city,province,region,product_id,product_name,category,brand,supplier,price,cost,quantity,discount,coupon_amount,payment_method,sales_channel,traffic_source,campaign_name,device_type,store_id,store_type,order_date,order_hour,is_returned,return_reason,delivery_days,customer_rating,user_gender,user_age,user_level,ab_group,shipping_fee,marketing_cost
AI00001235,U00133,41-50,广州,广东,华南,P027,电动牙刷,美妆个护,SmileTech,深圳个护科技,239.55,120.16,2,1.0,10.0,银行卡,手机APP,校园社群,日常,PC,S010,旗舰店,2025-11-29,14,0,未退货,4,4.0,男,44,普通会员,B,6.0,20.88
AI00001236,U00038,23-30,大连,辽宁,东北,P020,能量饮料,食品饮料,PowerUp,广州饮品公司,10.69,6.85,2,0.96,0.0,支付宝,手机APP,老客复购,日常,PC,S005,社区店,2026-03-22,13,0,未退货,2,5.0,女,29,普通会员,A,8.0,38.94
AI00001237,U00126,23-30,北京,北京,华北,P024,文件夹,图书文具,OfficeKit,大连办公用品,9.43,4.4,2,0.92,0.0,微信支付,线下门店,线下到店,日常,门店收银,S025,商场店,2025-07-14,16,0,未退货,0,4.0,女,26,新客,A,0.0,8.2
AI00001238,U00417,41-50,深圳,广东,华南,P004,移动硬盘,数码配件,DataBox,上海存储工贸,278.83,192.19,1,0.95,10.0,微信支付,线下门店,线下到店,日常,门店收银,S034,社区店,2025-12-12,20,0,未退货,0,4.0,女,44,普通会员,B,0.0,17.55
AI00001239,U00097,23-30,沈阳,辽宁,东北,P013,运动鞋,服饰运动,RunFast,福建运动工厂,389.61,214.05,1,0.94,20.0,微信支付,手机APP,老客复购,日常,Android,S015,校园店,2025-09-27,13,0,未退货,2,5.0,男,29,银卡会员,B,8.0,25.08
AI00001240,U00063,23-30,大连,辽宁,东北,P019,坚果礼盒,食品饮料,NutPlus,杭州食品贸易,159.96,77.32,1,0.99,0.0,银行卡,手机APP,自然搜索,日常,Android,S008,商场店,2026-05-03,18,0,未退货,2,4.0,女,27,银卡会员,B,8.0,32.32
AI00001241,U01392,41-50,上海,上海,华东,P008,打印机,电脑办公,PrintOne,南京云印科技,875.86,443.53,2,0.75,0.0,银行卡,网页商城,信息流广告,双十一,iOS,S027,社区店,2025-11-09,15,0,未退货,4,5.0,女,42,新客,A,6.0,21.23
AI00001242,U00261,31-40,沈阳,辽宁,东北,P027,电动牙刷,美妆个护,SmileTech,深圳个护科技,197.92,93.7,1,0.81,10.0,校园卡,线下门店,线下到店,618大促,门店收银,S034,商场店,2025-06-12,12,0,未退货,0,5.0,男,36,新客,B,0.0,9.32
AI00001243,U00319,41-50,北京,北京,华北,P017,牛奶,食品饮料,北纬牧场,辽宁乳业,49.82,34.4,2,1.0,20.0,支付宝,线下门店,线下到店,日常,门店收银,S002,仓储店,2026-01-31,22,0,未退货,0,4.0,男,41,普通会员,B,0.0,15.66
AI00001244,U00016,31-40,大连,辽宁,东北,P024,文件夹,图书文具,OfficeKit,大连办公用品,10.27,5.3,2,0.97,5.0,信用卡,线下门店,线下到店,日常,门店收银,S027,商场店,2026-04-16,8,0,未退货,0,5.0,男,38,银卡会员,A,0.0,10.41
AI00001245,U00314,31-40,沈阳,辽宁,东北,P024,文件夹,图书文具,OfficeKit,大连办公用品,9.7,4.56,3,0.91,5.0,校园卡,手机APP,信息流广告,日常,iOS,S037,旗舰店,2025-09-17,21,0,未退货,5,4.0,女,38,新客,A,8.0,32.66
AI00001246,U00190,41-50,杭州,浙江,华东,P028,护手霜,美妆个护,SoftHand,杭州美护用品,25.02,16.45,2,0.94,5.0,信用卡,网页商城,信息流广告,日常,iOS,S033,校园店,2026-06-22,20,0,未退货,2,5.0,男,44,金卡会员,A,6.0,32.94
AI00001247,U00776,51-65,青岛,山东,华东,P021,教材,图书文具,学知书局,北京图书批发,57.52,28.17,1,0.85,5.0,微信支付,第三方平台,自然搜索,日常,iOS,S030,校园店,2026-05-24,16,0,未退货,5,4.0,男,52,银卡会员,A,8.0,54.0
AI00001248,U00125,51-65,沈阳,辽宁,东北,P007,办公椅,电脑办公,WorkLife,杭州森木家具,876.71,400.1,2,0.96,10.0,支付宝,手机APP,校园社群,日常,iOS,S016,仓储店,2025-05-07,14,0,未退货,4,4.0,女,51,普通会员,B,6.0,42.29
AI00001249,U01471,18-22,沈阳,辽宁,东北,P005,笔记本电脑,电脑办公,NorthBook,北京星辰科技,6222.29,3840.09,2,1.0,20.0,信用卡,网页商城,自然搜索,日常,PC,S008,仓储店,2026-03-25,22,0,未退货,2,5.0,女,22,金卡会员,B,6.0,33.14
AI00001250,U01590,41-50,成都,四川,西南,P012,洗衣液,生活用品,CleanDay,天津日化厂,53.61,23.16,2,0.9,5.0,信用卡,线下门店,线下到店,日常,门店收银,S007,仓储店,2025-11-26,18,0,未退货,0,4.0,女,42,银卡会员,A,0.0,13.83
AI00001251,U00039,31-40,天津,天津,华北,P012,洗衣液,生活用品,CleanDay,天津日化厂,54.82,36.35,2,0.89,20.0,信用卡,网页商城,自然搜索,日常,iOS,S039,社区店,2025-10-31,22,0,未退货,3,5.0,女,35,银卡会员,B,0.0,15.75
AI00001252,U00043,18-22,杭州,浙江,华东,P013,运动鞋,服饰运动,RunFast,福建运动工厂,366.74,215.48,2,0.93,30.0,银行卡,第三方平台,老客复购,日常,Android,S006,社区店,2025-10-18,11,1,商品与描述不符,4,3.0,女,18,新客,B,12.0,40.86
AI00001253,U00049,41-50,成都,四川,西南,P020,能量饮料,食品饮料,PowerUp,广州饮品公司,13.33,6.65,3,1.0,16.0,微信支付,网页商城,信息流广告,日常,iOS,S003,校园店,2026-05-07,16,0,未退货,8,5.0,女,50,银卡会员,B,8.0,30.5
AI00001254,U00796,41-50,天津,天津,华北,P014,运动外套,服饰运动,MovePro,上海服饰集团,304.32,171.21,4,1.0,0.0,信用卡,网页商城,自然搜索,日常,PC,S022,仓储店,2025-12-02,17,0,未退货,7,4.0,女,45,银卡会员,A,0.0,16.46
AI00001255,U00053,51-65,大连,辽宁,东北,P017,牛奶,食品饮料,北纬牧场,辽宁乳业,69.66,35.07,1,0.82,0.0,银行卡,线下门店,线下到店,双十一,门店收银,S040,校园店,2025-11-01,12,0,未退货,0,5.0,男,51,金卡会员,B,0.0,18.88
AI00001256,U01371,31-40,青岛,山东,华东,P010,双肩包,生活用品,CampusBag,广州行者箱包,164.27,95.15,2,0.9,10.0,支付宝,手机APP,自然搜索,日常,Android,S015,商场店,2025-02-01,14,0,未退货,1,4.0,男,35,新客,B,8.0,40.57
AI00001257,U01113,23-30,沈阳,辽宁,东北,P010,双肩包,生活用品,CampusBag,广州行者箱包,97.84,57.73,2,0.96,0.0,校园卡,手机APP,校园社群,日常,PC,S030,校园店,2025-09-06,15,0,未退货,1,4.0,男,28,银卡会员,B,8.0,28.42
AI00001258,U01283,31-40,深圳,广东,华南,P021,教材,图书文具,学知书局,北京图书批发,46.28,29.9,2,0.91,20.0,微信支付,网页商城,信息流广告,618大促,PC,S012,旗舰店,2026-06-04,19,0,未退货,3,5.0,女,35,学生会员,B,8.0,20.34
AI00001259,U00603,18-22,天津,天津,华北,P012,洗衣液,生活用品,CleanDay,天津日化厂,32.47,18.2,3,0.94,10.0,信用卡,网页商城,自然搜索,日常,iOS,S039,社区店,2026-02-05,15,0,未退货,4,5.0,女,20,新客,B,6.0,25.91
AI00001260,U01790,31-40,深圳,广东,华南,P009,保温杯,生活用品,WarmCup,大连优品贸易,56.95,37.03,2,0.97,5.0,银行卡,网页商城,自然搜索,日常,PC,S037,校园店,2025-02-02,20,0,未退货,3,5.0,女,39,银卡会员,A,10.0,15.15
AI00001261,U00011,41-50,青岛,山东,华东,P010,双肩包,生活用品,CampusBag,广州行者箱包,138.45,62.22,3,0.97,10.0,支付宝,手机APP,自然搜索,日常,Android,S015,商场店,2026-05-27,9,0,未退货,2,4.0,女,43,银卡会员,B,8.0,42.85
AI00001262,U00382,31-40,上海,上海,华东,P009,保温杯,生活用品,WarmCup,大连优品贸易,36.49,25.1,1,0.88,10.0,校园卡,手机APP,自然搜索,日常,Android,S013,旗舰店,2026-04-20,9,0,未退货,4,4.0,男,39,普通会员,A,12.0,37.42
AI00001263,U00266,23-30,杭州,浙江,华东,P028,护手霜,美妆个护,SoftHand,杭州美护用品,18.59,8.96,2,0.85,0.0,信用卡,网页商城,信息流广告,双十一,iOS,S033,校园店,2025-11-03,22,0,未退货,2,5.0,男,28,新客,A,8.0,33.02
AI00001264,U01645,18-22,沈阳,辽宁,东北,P024,文件夹,图书文具,OfficeKit,大连办公用品,7.6,5.05,5,1.0,15.2,银行卡,手机APP,校园社群,日常,iOS,S010,仓储店,2025-01-15,14,0,未退货,2,4.0,男,19,新客,B,8.0,41.91
AI00001265,U00705,31-40,成都,四川,西南,P020,能量饮料,食品饮料,PowerUp,广州饮品公司,18.52,10.53,2,0.7,10.0,微信支付,网页商城,信息流广告,双十一,iOS,S003,校园店,2025-11-08,18,0,未退货,2,5.0,男,39,金卡会员,B,8.0,26.03
AI00001266,U01246,31-40,大连,辽宁,东北,P016,篮球,服饰运动,CourtStar,青岛体育用品,108.06,49.63,1,0.89,0.0,银行卡,手机APP,老客复购,日常,Android,S014,仓储店,2025-02-05,15,0,未退货,6,4.0,女,36,普通会员,A,8.0,39.16
AI00001267,U00092,31-40,南京,江苏,华东,P013,运动鞋,服饰运动,RunFast,福建运动工厂,321.9,170.85,1,0.77,0.0,信用卡,直播间,直播推荐,618大促,PC,S014,商场店,2025-06-19,16,1,尺码不合适,3,3.0,男,37,学生会员,A,8.0,68.48
AI00001268,U01735,31-40,青岛,山东,华东,P002,机械键盘,数码配件,KeyPro,沈阳北方电子,169.28,116.32,3,1.0,20.0,银行卡,手机APP,短视频,日常,Android,S012,商场店,2025-12-14,23,0,未退货,7,4.0,女,38,金卡会员,B,8.0,24.46
AI00001269,U00551,23-30,沈阳,辽宁,东北,P027,电动牙刷,美妆个护,SmileTech,深圳个护科技,170.08,112.89,2,0.78,30.0,校园卡,线下门店,线下到店,618大促,门店收银,S034,商场店,2026-06-05,10,1,尺码不合适,0,3.0,女,27,学生会员,B,0.0,14.17
AI00001270,U00542,41-50,沈阳,辽宁,东北,P027,电动牙刷,美妆个护,SmileTech,深圳个护科技,170.37,107.72,1,0.98,10.0,微信支付,网页商城,校园社群,日常,iOS,S003,校园店,2025-07-10,17,0,未退货,6,5.0,女,42,学生会员,A,8.0,24.99
AI00001271,U01712,41-50,上海,上海,华东,P025,面膜,美妆个护,FreshMe,广州美妆供应链,69.96,37.52,1,0.95,0.0,微信支付,网页商城,老客复购,日常,iOS,S022,仓储店,2026-05-11,21,0,未退货,3,5.0,女,47,金卡会员,A,6.0,17.08
AI00001272,U00349,41-50,深圳,广东,华南,P021,教材,图书文具,学知书局,北京图书批发,65.05,38.7,3,0.82,0.0,微信支付,网页商城,信息流广告,618大促,PC,S012,旗舰店,2026-06-06,15,0,未退货,1,5.0,女,49,新客,B,8.0,26.15
AI00001273,U00376,23-30,上海,上海,华东,P005,笔记本电脑,电脑办公,NorthBook,北京星辰科技,7512.97,3718.88,2,0.98,5.0,银行卡,线下门店,线下到店,日常,门店收银,S003,校园店,2025-01-14,23,0,未退货,0,4.0,男,23,金卡会员,A,0.0,13.35
AI00001274,U00722,31-40,青岛,山东,华东,P021,教材,图书文具,学知书局,北京图书批发,54.88,33.55,1,0.83,0.0,微信支付,第三方平台,自然搜索,618大促,iOS,S030,校园店,2025-06-01,19,1,尺码不合适,1,3.0,男,35,普通会员,A,8.0,27.63
AI00001275,U00058,31-40,杭州,浙江,华东,P022,笔记本,图书文具,NotePlus,义乌文具厂,13.01,6.54,1,0.96,5.0,微信支付,直播间,校园社群,日常,iOS,S009,社区店,2026-02-04,14,0,未退货,2,4.0,女,33,普通会员,A,12.0,47.73
AI00001276,U00262,18-22,深圳,广东,华南,P009,保温杯,生活用品,WarmCup,大连优品贸易,44.71,29.6,1,0.98,0.0,银行卡,网页商城,自然搜索,日常,PC,S037,校园店,2026-03-06,21,0,未退货,5,4.0,男,22,银卡会员,A,6.0,26.64
AI00001277,U00113,41-50,大连,辽宁,东北,P019,坚果礼盒,食品饮料,NutPlus,杭州食品贸易,201.73,126.54,4,0.97,0.0,微信支付,网页商城,信息流广告,日常,iOS,S027,仓储店,2025-08-01,16,0,未退货,2,5.0,女,45,银卡会员,B,0.0,33.71
AI00001278,U00041,18-22,天津,天津,华北,P014,运动外套,服饰运动,MovePro,上海服饰集团,467.02,251.31,1,0.95,30.0,信用卡,网页商城,自然搜索,日常,PC,S022,仓储店,2026-01-01,13,0,未退货,3,5.0,男,18,银卡会员,B,0.0,33.8
AI00001279,U01409,41-50,成都,四川,西南,P008,打印机,电脑办公,PrintOne,南京云印科技,593.14,364.58,2,0.94,10.0,支付宝,线下门店,线下到店,日常,门店收银,S032,商场店,2025-12-03,18,0,未退货,0,4.0,男,42,学生会员,B,0.0,15.25
AI00001280,U00731,41-50,南京,江苏,华东,P024,文件夹,图书文具,OfficeKit,大连办公用品,10.75,5.6,2,1.0,0.0,微信支付,网页商城,信息流广告,日常,PC,S036,社区店,2026-02-23,14,0,未退货,3,5.0,女,41,普通会员,B,10.0,23.6
AI00001281,U00316,18-22,沈阳,辽宁,东北,P007,办公椅,电脑办公,WorkLife,杭州森木家具,886.27,419.72,1,0.94,5.0,银行卡,直播间,直播推荐,日常,Android,S016,社区店,2026-02-09,14,0,未退货,3,4.0,男,18,普通会员,A,10.0,60.45
AI00001282,U00394,31-40,成都,四川,西南,P009,保温杯,生活用品,WarmCup,大连优品贸易,39.65,19.66,2,1.0,10.0,支付宝,网页商城,老客复购,日常,Android,S029,校园店,2025-02-25,18,0,未退货,7,3.0,男,37,金卡会员,A,10.0,33.16
AI00001283,U00431,31-40,沈阳,辽宁,东北,P010,双肩包,生活用品,CampusBag,广州行者箱包,95.96,48.56,3,0.93,20.0,微信支付,手机APP,短视频,日常,PC,S010,旗舰店,2025-04-12,9,0,未退货,4,4.0,男,36,学生会员,B,10.0,44.5
AI00001284,U00826,23-30,广州,广东,华南,P015,瑜伽垫,服饰运动,FitLife,杭州健身用品,69.41,34.25,4,1.0,0.0,支付宝,手机APP,自然搜索,日常,PC,S037,旗舰店,2025-03-27,20,0,未退货,4,4.0,女,25,银卡会员,A,10.0,34.92
AI00001285,U01581,41-50,武汉,湖北,华中,P005,笔记本电脑,电脑办公,NorthBook,北京星辰科技,5149.59,3192.44,3,0.91,20.0,支付宝,网页商城,老客复购,618大促,Android,S032,社区店,2026-06-09,17,0,未退货,2,5.0,男,41,新客,B,8.0,24.81
AI00001286,U01599,31-40,广州,广东,华南,P015,瑜伽垫,服饰运动,FitLife,杭州健身用品,65.22,41.55,2,0.8,0.0,支付宝,手机APP,自然搜索,618大促,PC,S037,旗舰店,2026-06-05,21,1,尺码不合适,4,4.0,男,35,普通会员,B,8.0,21.55
AI00001287,U00366,41-50,大连,辽宁,东北,P014,运动外套,服饰运动,MovePro,上海服饰集团,297.22,165.85,1,0.93,20.0,银行卡,网页商城,老客复购,日常,PC,S015,社区店,2026-04-01,16,0,未退货,5,5.0,女,49,普通会员,A,10.0,25.06
AI00001288,U00274,31-40,深圳,广东,华南,P008,打印机,电脑办公,PrintOne,南京云印科技,1061.19,749.82,3,0.94,10.0,校园卡,手机APP,老客复购,日常,Android,S037,仓储店,2025-03-16,11,0,未退货,5,5.0,男,34,普通会员,A,8.0,28.39
AI00001289,U00465,31-40,北京,北京,华北,P002,机械键盘,数码配件,KeyPro,沈阳北方电子,140.49,95.46,5,0.8,10.0,微信支付,网页商城,老客复购,双十一,PC,S032,商场店,2025-11-11,22,0,未退货,3,4.0,女,33,银卡会员,B,10.0,20.51
AI00001290,U00687,41-50,北京,北京,华北,P017,牛奶,食品饮料,北纬牧场,辽宁乳业,54.86,24.93,5,0.98,10.0,支付宝,线下门店,线下到店,日常,门店收银,S002,仓储店,2025-05-01,14,0,未退货,0,4.0,女,43,银卡会员,B,0.0,15.94
AI00001291,U00484,23-30,青岛,山东,华东,P010,双肩包,生活用品,CampusBag,广州行者箱包,154.0,86.07,2,0.96,5.0,支付宝,手机APP,自然搜索,日常,Android,S015,商场店,2025-07-16,18,0,未退货,2,5.0,女,29,普通会员,A,0.0,27.73
AI00001292,U00884,41-50,深圳,广东,华南,P004,移动硬盘,数码配件,DataBox,上海存储工贸,451.9,309.27,1,0.8,0.0,微信支付,第三方平台,短视频,618大促,Android,S010,社区店,2025-06-07,22,0,未退货,5,3.0,女,42,普通会员,A,0.0,26.49
AI00001293,U00659,41-50,大连,辽宁,东北,P019,坚果礼盒,食品饮料,NutPlus,杭州食品贸易,157.79,77.58,2,1.0,0.0,微信支付,网页商城,信息流广告,日常,iOS,S027,仓储店,2026-04-21,18,0,未退货,1,5.0,女,49,金卡会员,B,10.0,34.15
AI00001294,U00262,18-22,天津,天津,华北,P016,篮球,服饰运动,CourtStar,青岛体育用品,112.78,60.44,3,0.95,0.0,信用卡,手机APP,老客复购,日常,Android,S017,旗舰店,2025-04-03,9,0,未退货,4,5.0,男,22,银卡会员,A,0.0,41.28
AI00001295,U00297,31-40,上海,上海,华东,P025,面膜,美妆个护,FreshMe,广州美妆供应链,82.48,57.34,4,0.93,10.0,微信支付,网页商城,老客复购,日常,iOS,S022,仓储店,2025-12-25,22,0,未退货,2,5.0,女,36,普通会员,B,8.0,30.91
AI00001296,U00346,41-50,大连,辽宁,东北,P013,运动鞋,服饰运动,RunFast,福建运动工厂,383.68,248.36,2,0.86,0.0,微信支付,手机APP,老客复购,618大促,PC,S001,旗舰店,2026-06-20,17,0,未退货,7,3.0,男,47,银卡会员,A,0.0,28.11
AI00001297,U00036,23-30,沈阳,辽宁,东北,P009,保温杯,生活用品,WarmCup,大连优品贸易,30.71,20.36,2,1.0,0.0,银行卡,直播间,直播推荐,日常,Android,S037,社区店,2026-01-20,20,0,未退货,1,5.0,女,28,新客,A,10.0,84.36
AI00001298,U00088,31-40,大连,辽宁,东北,P028,护手霜,美妆个护,SoftHand,杭州美护用品,39.27,26.56,2,1.0,10.0,银行卡,手机APP,老客复购,日常,PC,S009,旗舰店,2025-02-20,16,0,未退货,2,4.0,男,38,银卡会员,A,8.0,38.53
AI00001299,U01036,31-40,沈阳,辽宁,东北,P010,双肩包,生活用品,CampusBag,广州行者箱包,160.93,76.91,4,0.92,0.0,银行卡,手机APP,自然搜索,618大促,PC,S027,仓储店,2026-06-04,18,0,未退货,4,5.0,女,33,普通会员,A,6.0,29.65
AI00001300,U00362,41-50,大连,辽宁,东北,P024,文件夹,图书文具,OfficeKit,大连办公用品,7.77,4.86,2,0.98,0.0,信用卡,线下门店,线下到店,日常,门店收银,S027,商场店,2025-12-23,21,0,未退货,0,4.0,女,49,新客,A,0.0,10.22
AI00001301,U00134,41-50,深圳,广东,华南,P009,保温杯,生活用品,WarmCup,大连优品贸易,41.47,27.15,2,0.95,0.0,银行卡,网页商城,自然搜索,日常,PC,S037,校园店,2025-09-11,13,0,未退货,3,5.0,女,50,普通会员,A,6.0,21.87
AI00001302,U00676,31-40,天津,天津,华北,P022,笔记本,图书文具,NotePlus,义乌文具厂,14.58,7.19,1,0.86,5.0,信用卡,手机APP,老客复购,日常,PC,S005,社区店,2026-01-03,19,0,未退货,4,4.0,男,37,普通会员,A,12.0,33.27
AI00001303,U01116,51-65,上海,上海,华东,P005,笔记本电脑,电脑办公,NorthBook,北京星辰科技,6642.43,2936.89,1,0.91,0.0,银行卡,线下门店,线下到店,日常,门店收银,S003,校园店,2026-05-24,13,0,未退货,0,4.0,女,54,金卡会员,A,0.0,15.17
AI00001304,U00181,31-40,天津,天津,华北,P027,电动牙刷,美妆个护,SmileTech,深圳个护科技,157.63,75.65,1,0.97,20.0,微信支付,手机APP,短视频,日常,PC,S027,商场店,2025-09-24,18,0,未退货,3,5.0,男,34,银卡会员,B,10.0,21.34
AI00001305,U01301,41-50,武汉,湖北,华中,P018,咖啡,食品饮料,BeanGo,云南咖啡供应链,45.19,28.81,1,0.9,16.27,支付宝,直播间,直播推荐,日常,iOS,S037,社区店,2025-10-29,18,0,未退货,2,4.0,女,45,普通会员,B,10.0,85.74
AI00001306,U01583,41-50,沈阳,辽宁,东北,P010,双肩包,生活用品,CampusBag,广州行者箱包,95.74,59.78,1,0.88,0.0,银行卡,手机APP,自然搜索,日常,PC,S027,仓储店,2025-09-08,18,0,未退货,8,4.0,女,41,学生会员,B,10.0,44.05
AI00001307,U00748,18-22,天津,天津,华北,P016,篮球,服饰运动,CourtStar,青岛体育用品,84.15,57.2,2,0.96,0.0,信用卡,手机APP,老客复购,日常,Android,S017,旗舰店,2025-02-16,14,0,未退货,2,5.0,男,18,银卡会员,A,8.0,43.25
AI00001308,U00907,23-30,北京,北京,华北,P015,瑜伽垫,服饰运动,FitLife,杭州健身用品,56.65,29.39,2,1.0,10.0,微信支付,手机APP,信息流广告,日常,PC,S011,商场店,2026-03-26,16,0,未退货,2,4.0,女,23,普通会员,B,6.0,40.86
AI00001309,U00015,31-40,北京,北京,华北,P011,台灯,生活用品,LightHome,宁波明照电器,93.01,56.19,1,0.95,10.0,银行卡,网页商城,老客复购,日常,iOS,S035,仓储店,2025-03-23,19,0,未退货,2,3.0,男,32,普通会员,B,0.0,18.61
AI00001310,U01636,18-22,沈阳,辽宁,东北,P010,双肩包,生活用品,CampusBag,广州行者箱包,97.97,42.86,1,1.0,0.0,银行卡,手机APP,自然搜索,日常,PC,S027,仓储店,2025-08-02,22,0,未退货,2,5.0,男,18,学生会员,A,6.0,24.58
AI00001311,U00368,18-22,天津,天津,华北,P026,洗面奶,美妆个护,CleanFace,上海日化贸易,66.73,46.17,1,0.99,10.0,信用卡,直播间,直播推荐,日常,PC,S016,社区店,2025-07-28,18,0,未退货,2,5.0,男,18,金卡会员,A,8.0,90.83
AI00001312,U01573,31-40,沈阳,辽宁,东北,P007,办公椅,电脑办公,WorkLife,杭州森木家具,768.22,449.61,5,0.88,0.0,支付宝,手机APP,校园社群,618大促,iOS,S016,仓储店,2025-06-10,8,0,未退货,3,5.0,女,36,学生会员,B,0.0,41.48
AI00001313,U00710,23-30,大连,辽宁,东北,P019,坚果礼盒,食品饮料,NutPlus,杭州食品贸易,162.9,104.18,1,1.0,0.0,银行卡,手机APP,自然搜索,日常,Android,S008,商场店,2025-08-07,10,0,未退货,4,4.0,男,27,普通会员,A,8.0,24.88
AI00001314,U00001,23-30,深圳,广东,华南,P009,保温杯,生活用品,WarmCup,大连优品贸易,39.61,20.18,1,1.0,10.0,银行卡,网页商城,自然搜索,日常,PC,S037,校园店,2025-12-07,20,0,未退货,2,5.0,女,26,学生会员,B,6.0,15.71
AI00001315,U00009,23-30,天津,天津,华北,P006,显示器,电脑办公,ViewStar,青岛海新显示,1305.56,591.35,2,0.86,10.0,校园卡,手机APP,短视频,618大促,iOS,S020,仓储店,2025-06-17,12,1,商品与描述不符,5,2.0,女,23,学生会员,B,10.0,35.05
AI00001316,U00934,31-40,沈阳,辽宁,东北,P010,双肩包,生活用品,CampusBag,广州行者箱包,137.89,61.72,3,0.94,0.0,银行卡,手机APP,自然搜索,日常,PC,S027,仓储店,2025-04-21,13,0,未退货,2,5.0,女,34,银卡会员,A,0.0,35.22
AI00001317,U00676,31-40,天津,天津,华北,P016,篮球,服饰运动,CourtStar,青岛体育用品,82.69,54.42,1,0.96,0.0,信用卡,手机APP,老客复购,日常,Android,S017,旗舰店,2026-05-17,18,0,未退货,5,5.0,男,37,普通会员,A,10.0,36.13
AI00001318,U00006,31-40,天津,天津,华北,P012,洗衣液,生活用品,CleanDay,天津日化厂,45.23,21.37,4,0.9,0.0,信用卡,网页商城,自然搜索,618大促,iOS,S039,社区店,2026-06-18,21,0,未退货,1,5.0,男,32,金卡会员,A,0.0,19.16
AI00001319,U01086,23-30,大连,辽宁,东北,P005,笔记本电脑,电脑办公,NorthBook,北京星辰科技,4840.23,3198.04,1,0.92,0.0,校园卡,线下门店,线下到店,日常,门店收银,S025,校园店,2025-09-12,18,0,未退货,0,4.0,女,27,银卡会员,A,0.0,8.35
AI00001320,U01370,31-40,成都,四川,西南,P004,移动硬盘,数码配件,DataBox,上海存储工贸,386.62,194.96,2,0.89,0.0,微信支付,网页商城,校园社群,618大促,PC,S010,旗舰店,2025-06-20,15,0,未退货,3,5.0,女,31,普通会员,A,8.0,34.76
AI00001321,U00547,31-40,杭州,浙江,华东,P028,护手霜,美妆个护,SoftHand,杭州美护用品,28.7,16.69,2,0.95,21.81,校园卡,线下门店,线下到店,日常,门店收银,S033,社区店,2025-01-31,19,0,未退货,0,5.0,女,39,学生会员,B,0.0,11.86
AI00001322,U00491,31-40,沈阳,辽宁,东北,P010,双肩包,生活用品,CampusBag,广州行者箱包,138.76,69.84,2,0.97,0.0,校园卡,手机APP,校园社群,日常,PC,S030,校园店,2025-01-24,22,0,未退货,6,5.0,男,31,普通会员,B,0.0,33.79
AI00001323,U00001,23-30,北京,北京,华北,P017,牛奶,食品饮料,北纬牧场,辽宁乳业,56.23,24.97,1,0.92,10.0,支付宝,线下门店,线下到店,日常,门店收银,S002,仓储店,2025-08-01,22,0,未退货,0,4.0,女,26,学生会员,B,0.0,16.56
AI00001324,U01195,31-40,大连,辽宁,东北,P013,运动鞋,服饰运动,RunFast,福建运动工厂,315.21,183.4,2,0.75,30.0,校园卡,第三方平台,自然搜索,618大促,Android,S017,校园店,2026-06-09,21,1,质量问题,4,2.0,男,36,普通会员,B,8.0,52.84
AI00001325,U00276,31-40,大连,辽宁,东北,P018,咖啡,食品饮料,BeanGo,云南咖啡供应链,25.77,13.73,3,0.95,20.0,信用卡,线下门店,线下到店,日常,门店收银,S015,旗舰店,2026-02-17,21,0,未退货,0,4.0,男,37,学生会员,A,0.0,8.39
AI00001326,U01444,18-22,成都,四川,西南,P002,机械键盘,数码配件,KeyPro,沈阳北方电子,186.78,103.07,1,1.0,0.0,支付宝,第三方平台,自然搜索,日常,iOS,S019,社区店,2025-07-04,20,0,未退货,3,4.0,女,21,银卡会员,A,0.0,32.69
AI00001327,U00337,31-40,武汉,湖北,华中,P009,保温杯,生活用品,WarmCup,大连优品贸易,38.13,22.82,5,0.78,30.0,校园卡,线下门店,线下到店,618大促,门店收银,S033,商场店,2026-06-17,17,1,尺码不合适,0,3.0,男,31,金卡会员,B,0.0,19.14
AI00001328,U00681,51-65,武汉,湖北,华中,P007,办公椅,电脑办公,WorkLife,杭州森木家具,652.47,337.87,3,1.0,0.0,校园卡,手机APP,自然搜索,日常,PC,S016,仓储店,2025-08-24,22,0,未退货,5,4.0,女,54,普通会员,B,12.0,24.51
AI00001329,U00197,31-40,,辽宁,东北,P024,文件夹,图书文具,OfficeKit,大连办公用品,9.71,5.71,3,0.79,9.21,信用卡,线下门店,线下到店,618大促,门店收银,S027,商场店,2025-06-09,16,0,未退货,0,5.0,男,39,普通会员,B,0.0,18.97
AI00001330,U00083,41-50,沈阳,辽宁,东北,P010,双肩包,生活用品,CampusBag,广州行者箱包,152.18,93.47,3,0.91,0.0,银行卡,手机APP,自然搜索,日常,PC,S027,仓储店,2025-08-23,18,0,未退货,3,4.0,男,43,金卡会员,B,10.0,21.98
AI00001331,U01165,41-50,北京,北京,华北,P013,运动鞋,服饰运动,RunFast,福建运动工厂,591.75,269.29,1,0.97,20.0,信用卡,第三方平台,信息流广告,日常,iOS,S037,校园店,2025-05-17,13,0,未退货,3,5.0,男,48,银卡会员,B,6.0,46.92
AI00001332,U00547,31-40,深圳,广东,华南,P024,文件夹,图书文具,OfficeKit,大连办公用品,7.78,4.11,2,0.99,0.0,信用卡,第三方平台,自然搜索,日常,iOS,S003,校园店,2026-05-28,22,0,未退货,3,5.0,女,39,学生会员,B,10.0,25.81
